Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
1	7	0	0.00897179511	0	0	0	0	0	0	0	0	0	0	3
2	9	0	0.0179435902	0	0	0	0	0	0	0	0	0	0	3
3	10	0	0.0269153853	0	0	0	0	0	0	0	0	0	0	3
4	11	0	0.0358871804	0	0	0	0	0	0	0	0	0	0	3
5	13	0	0.0448589755	0	0	0	0	0	0	0	0	0	0	3
6	14	0	0.0538307706	0	0	0	0	0	0	0	0	0	0	3
7	15	0	0.0628025657	0	0	0	0	0	0	0	0	0	0	3
8	17	0	0.0717743608	0	0	0	0	0	0	0	0	0	0	3
9	18	0	0.080746156	0	0	0	0	0	0	0	0	0	0	3
10	19	0	0.0897179511	0	0	0	0	0	0	0	0	0	0	3
11	20	0	0.0986897462	0	0	0	0	0	0	0	0	0	0	3
12	22	0	0.107661541	0	0	0	0	0	0	0	0	0	0	3
13	23	0	0.116633336	0	0	0	0	0	0	0	0	0	0	3
14	24	0	0.125605131	0	0	0	0	0	0	0	0	0	0	3
15	25	0	0.134576927	0	0	0	0	0	0	0	0	0	0	3
16	27	0	0.143548722	0	0	0	0	0	0	0	0	0	0	3
17	28	0	0.152520517	0	0	0	0	0	0	0	0	0	0	3
18	29	0	0.161492312	0	0	0	0	0	0	0	0	0	0	3
19	31	0	0.170464107	0	0	0	0	0	0	0	0	0	0	3
20	32	0	0.179435902	0	0	0	0	0	0	0	0	0	0	3
21	33	0	0.188407697	0	0	0	0	0	0	0	0	0	0	3
22	34	0	0.197379492	0	0	0	0	0	0	0	0	0	0	3
23	36	0	0.206351287	0	0	0	0	0	0	0	0	0	0	3
24	37	0	0.215323083	0	0	0	0	0	0	0	0	0	0	3
25	38	0	0.224294878	0	0	0	0	0	0	0	0	0	0	3
26	39	0	0.233266673	0	0	0	0	0	0	0	0	0	0	3
27	41	0	0.242238468	0	0	0	0	0	0	0	0	0	0	3
28	42	0	0.251210263	0	0	0	0	0	0	0	0	0	0	3
29	43	0	0.260182058	0	0	0	0	0	0	0	0	0	0	3
30	45	0	0.269153853	0	0	0	0	0	0	0	0	0	0	3
31	46	0	0.278125648	0	0	0	0	0	0	0	0	0	0	3
32	47	0	0.287097443	0	0	0	0	0	0	0	0	0	0	3
33	49	0	0.296069238	0	0	0	0	0	0	0	0	0	0	3
34	50	0	0.305041034	0	0	0	0	0	0	0	0	0	0	3
35	52	0	0.314012829	0	0	0	0	0	0	0	0	0	0	3
36	53	0	0.322984624	0	0	0	0	0	0	0	0	0	0	3
37	54	0	0.331956419	0	0	0	0	0	0	0	0	0	0	3
38	56	0	0.340928214	0	0	0	0	0	0	0	0	0	0	3
39	57	0	0.349900009	0	0	0	0	0	0	0	0	0	0	3
40	59	0	0.358871804	0	0	0	0	0	0	0	0	0	0	3
41	60	0	0.367843599	0	0	0	0	0	0	0	0	0	0	3
42	61	0	0.376815394	0	0	0	0	0	0	0	0	0	0	3
43	63	0	0.38578719	0	0	0	0	0	0	0	0	0	0	3
44	64	0	0.394758985	0	0	0	0	0	0	0	0	0	0	3
45	66	0	0.40373078	0	0	0	0	0	0	0	0	0	0	3
46	67	0	0.412702575	0	0	0	0	0	0	0	0	0	0	3
47	69	0	0.42167437	0	0	0	0	0	0	0	0	0	0	3
48	70	0	0.430646165	0	0	0	0	0	0	0	0	0	0	3
49	72	0	0.43961796	0	0	0	0	0	0	0	0	0	0	3
50	73	0	0.448589755	0	0	0	0	0	0	0	0	0	0	3
51	75	0	0.45756155	0	0	0	0	0	0	0	0	0	0	3
52	76	0	0.466533345	0	0	0	0	0	0	0	0	0	0	3
53	77	0	0.475505141	0	0	0	0	0	0	0	0	0	0	3
54	79	0	0.484476936	0	0	0	0	0	0	0	0	0	0	3
55	81	0	0.493448731	0	0	0	0	0	0	0	0	0	0	3
56	82	0	0.502420526	0	0	0	0	0	0	0	0	0	0	3
57	84	0	0.511392321	0	0	0	0	0	0	0	0	0	0	3
58	85	0	0.520364116	0	0	0	0	0	0	0	0	0	0	3
59	87	0	0.529335911	0	0	0	0	0	0	0	0	0	0	3
60	88	0	0.538307706	0	0	0	0	0	0	0	0	0	0	3
61	90	0	0.547279501	0	0	0	0	0	0	0	0	0	0	3
62	91	0	0.556251297	0	0	0	0	0	0	0	0	0	0	3
63	93	0	0.565223092	0	0	0	0	0	0	0	0	0	0	3
64	95	0	0.574194887	0	0	0	0	0	0	0	0	0	0	3
65	96	0	0.583166682	0	0	0	0	0	0	0	0	0	0	3
66	96	0	0.592138477	0	0	0	0	0	0	0	0	0	0	3
67	97	0	0.601110272	0	0	0	0	0	0	0	0	0	0	3
68	98	0	0.610082067	0	0	0	0	0	0	0	0	0	0	3
69	99	0	0.619053862	0	0	0	0	0	0	0	0	0	0	3
70	100	0	0.628025657	0	0	0	0	0	0	0	0	0	0	3
71	100	0	0.636997452	0	0	0	0	0	0	0	0	0	0	3
72	101	0	0.645969248	0	0	0	0	0	0	0	0	0	0	3
73	102	0	0.654941043	0	0	0	0	0	0	0	0	0	0	3
74	103	0	0.663912838	0	0	0	0	0	0	0	0	0	0	3
75	104	0	0.672884633	0	0	0	0	0	0	0	0	0	0	3
76	104	0	0.681856428	0	0	0	0	0	0	0	0	0	0	3
77	105	0	0.690828223	0	0	0	0	0	0	0	0	0	0	3
78	106	0	0.699800018	0	0	0	0	0	0	0	0	0	0	3
79	107	0	0.708771813	0	0	0	0	0	0	0	0	0	0	3
80	107	0	0.717743608	0	0	0	0	0	0	0	0	0	0	3
81	108	0	0.726715404	0	0	0	0	0	0	0	0	0	0	3
82	109	0	0.735687199	0	0	0	0	0	0	0	0	0	0	3
83	110	0	0.744658994	0	0	0	0	0	0	0	0	0	0	3
84	111	0	0.753630789	0	0	0	0	0	0	0	0	0	0	3
85	111	0	0.762602584	0	0	0	0	0	0	0	0	0	0	3
86	112	0	0.771574379	0	0	0	0	0	0	0	0	0	0	3
87	113	0	0.780546174	0	0	0	0	0	0	0	0	0	0	3
88	114	0	0.789517969	0	0	0	0	0	0	0	0	0	0	3
89	115	0	0.798489764	0	0	0	0	0	0	0	0	0	0	3
90	115	0	0.80746156	0	0	0	0	0	0	0	0	0	0	3
91	116	0	0.816433355	0	0	0	0	0	0	0	0	0	0	3
92	117	0	0.82540515	0	0	0	0	0	0	0	0	0	0	3
93	118	0	0.834376945	0	0	0	0	0	0	0	0	0	0	3
94	118	0	0.84334874	0	0	0	0	0	0	0	0	0	0	3
95	119	0	0.852320535	0	0	0	0	0	0	0	0	0	0	3
96	120	0	0.86129233	0	0	0	0	0	0	0	0	0	0	3
97	121	0	0.870264125	0	0	0	0	0	0	0	0	0	0	3
98	122	0	0.87923592	0	0	0	0	0	0	0	0	0	0	3
99	122	0	0.888207715	0	0	0	0	0	0	0	0	0	0	3
100	123	0	0.897179511	0	0	0	0	0	0	0	0	0	0	3
101	128	0	0.906151306	0	0	0	0	0	0	0	0	0	0	3
102	129	0	0.915123101	0	0	0	0	0	0	0	0	0	0	3
103	129	0	0.924094896	0	0	0	0	0	0	0	0	0	0	3
104	130	0	0.933066691	0	0	0	0	0	0	0	0	0	0	3
105	131	0	0.942038486	0	0	0	0	0	0	0	0	0	0	3
106	132	0	0.951010281	0	0	0	0	0	0	0	0	0	0	3
107	133	0	0.959982076	0	0	0	0	0	0	0	0	0	0	3
108	133	0	0.968953871	0	0	0	0	0	0	0	0	0	0	3
109	134	0	0.977925667	0	0	0	0	0	0	0	0	0	0	3
110	135	0	0.986897462	0	0	0	0	0	0	0	0	0	0	3
111	136	0	0.995869257	0	0	0	0	0	0	0	0	0	0	3
112	136	0	1.00484105	0	0	0	0	0	5e-06	0	0	0	0	3
113	137	0	1.01381285	0	0	0	0	0	5e-06	0	0	0	0	3
114	138	0	1.02278464	0	0	0	0	0	5e-06	0	0	0	0	3
115	139	0	1.03175644	0	0	0	0	0	5e-06	0	0	0	0	3
116	140	0	1.04072823	0	0	0	0	0	5e-06	0	0	0	0	3
117	140	0	1.04970003	0	0	0	0	0	5e-06	0	0	0	0	3
118	141	0	1.05867182	0	0	0	0	0	5e-06	0	0	0	0	3
119	142	0	1.06764362	0	0	0	0	0	5e-06	0	0	0	0	3
120	143	0	1.07661541	0	0	0	0	0	5e-06	0	0	0	0	3
121	144	0	1.08558721	0	0	0	0	0	5e-06	0	0	0	0	3
122	144	0	1.094559	0	0	0	0	0	5e-06	0	0	0	0	3
123	145	0	1.1035308	0	0	0	0	0	5e-06	0	0	0	0	3
124	146	0	1.11250259	0	0	0	0	0	5e-06	0	0	0	0	3
125	147	0	1.12147439	0	0	0	0	0	5e-06	0	0	0	0	3
126	148	0	1.13044618	0	0	0	0	0	5e-06	0	0	0	0	3
127	148	0	1.13941798	0	0	0	0	0	5e-06	0	0	0	0	3
128	149	0	1.14838977	0	0	0	0	0	5e-06	0	0	0	0	3
129	150	0	1.15736157	0	0	0	0	0	5e-06	0	0	0	0	3
130	151	0	1.16633336	0	0	0	0	0	5e-06	0	0	0	0	3
131	151	0	1.17530516	0	0	0	0	0	5e-06	0	0	0	0	3
132	152	0	1.18427695	0	0	0	0	0	5e-06	0	0	0	0	3
133	153	0	1.19324875	0	0	0	0	0	5e-06	0	0	0	0	3
134	154	0	1.20222054	0	0	0	0	0	5e-06	0	0	0	0	3
135	155	0	1.21119234	0	0	0	0	0	5e-06	0	0	0	0	3
136	155	0	1.22016413	0	0	0	0	0	5e-06	0	0	0	0	3
137	156	0	1.22913593	0	0	0	0	0	5e-06	0	0	0	0	3
138	157	0	1.23810772	0	0	0	0	0	5e-06	0	0	0	0	3
139	158	0	1.24707952	0	0	0	0	0	5e-06	0	0	0	0	3
140	159	0	1.25605131	0	0	0	0	0	5e-06	0	0	0	0	3
141	159	0	1.26502311	0	0	0	0	0	5e-06	0	0	0	0	3
142	160	0	1.2739949	0	0	0	0	0	5e-06	0	0	0	0	3
143	161	0	1.2829667	0	0	0	0	0	5e-06	0	0	0	0	3
144	162	0	1.2919385	0	0	0	0	0	5e-06	0	0	0	0	3
145	163	0	1.30091029	0	0	0	0	0	5e-06	0	0	0	0	3
146	163	0	1.30988209	0	0	0	0	0	5e-06	0	0	0	0	3
147	164	0	1.31885388	0	0	0	0	0	5e-06	0	0	0	0	3
148	165	0	1.32782568	0	0	0	0	0	5e-06	0	0	0	0	3
149	166	0	1.33679747	0	0	0	0	0	5e-06	0	0	0	0	3
150	166	0	1.34576927	0	0	0	0	0	5e-06	0	0	0	0	3
151	167	0	1.35474106	0	0	0	0	0	5e-06	0	0	0	0	3
152	168	0	1.36371286	0	0	0	0	0	5e-06	0	0	0	0	3
153	169	0	1.37268465	0	0	0	0	0	5e-06	0	0	0	0	3
154	170	0	1.38165645	0	0	0	0	0	5e-06	0	0	0	0	3
155	170	0	1.39062824	0	0	0	0	0	5e-06	0	0	0	0	3
156	171	0	1.39960004	0	0	0	0	0	5e-06	0	0	0	0	3
157	172	0	1.40857183	0	0	0	0	0	5e-06	0	0	0	0	3
158	173	0	1.41754363	0	0	0	0	0	5e-06	0	0	0	0	3
159	174	0	1.42651542	0	0	0	0	0	5e-06	0	0	0	0	3
160	174	0	1.43548722	0	0	0	0	0	5e-06	0	0	0	0	3
161	175	0	1.44445901	0	0	0	0	0	5e-06	0	0	0	0	3
162	176	0	1.45343081	0	0	0	0	0	5e-06	0	0	0	0	3
163	177	0	1.4624026	0	0	0	0	0	5e-06	0	0	0	0	3
164	177	0	1.4713744	0	0	0	0	0	5e-06	0	0	0	0	3
165	178	0	1.48034619	0	0	0	0	0	5e-06	0	0	0	0	3
166	179	0	1.48931799	0	0	0	0	0	5e-06	0	0	0	0	3
